tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_minutes,confidence_score,cvalue
110-05754,6/1/13 18:30,32.47,31,36,0.41,30,93.73
110+05755,6/1/13 18:45,25.8,21,34,0.51,30,100
110N04131,6/1/13 18:45,50.8,47,52,0.48,26,51.27
110-10237,6/1/13 18:45,26,27,32,0.14,30,100
110P04161,6/1/13 18:45,38.53,40,42,0.03,28,80
110+04614,6/1/13 18:45,61.73,59,62,0.14,30,100
110N04645,6/1/13 18:45,58.87,55,62,0.62,30,99.6
110-05754,6/1/13 18:45,33.13,31,36,0.4,30,92.33
110+05757,6/1/13 18:45,36.2,37,38,0.74,29.33,93.33
110+10238,6/1/13 18:45,29.27,31,32,0.12,28.67,80
110-05756,6/1/13 18:45,34.07,35,38,0.79,30,100
110P04645,6/1/13 18:45,62.07,59,61,0.77,30,100
110N04161,6/1/13 18:45,41.2,45,47,0.03,30,100
110+04131,6/1/13 18:45,42.8,35,47,0.01,30,92.47
110+04303,6/1/13 18:45,58.4,57,60,0.09,30,100
110P04131,6/1/13 18:45,44.27,39,47,0.58,30,100
110-04614,6/1/13 18:45,60.73,59,64,0.16,30,100
110-05754,6/1/13 19:00,32.47,31,36,0.41,30,66.2
110N04131,6/1/13 19:00,48.93,49,52,0.5,30,100
110N04645,6/1/13 19:00,64.53,56,62,0.57,30,69.33
110+05757,6/1/13 19:00,37.27,36,38,0.72,30,100
110-05756,6/1/13 19:00,35.13,35,38,0.77,30,100
110+04614,6/1/13 19:00,67.07,60,62,0.13,30,73.4
110P04161,6/1/13 19:00,39.73,40,42,0.03,30,100
110+05755,6/1/13 19:00,21.47,23,34,0.62,30,100
110+04131,6/1/13 19:00,50.13,36,47,0.01,30,52.13
110P04645,6/1/13 19:00,63.67,60,61,0.75,30,100
110+04303,6/1/13 19:00,60.13,57,60,0.09,30,100
110+10238,6/1/13 19:00,30.53,30,32,0.12,25.33,53.33
110P04131,6/1/13 19:00,47.13,41,47,0.55,30,100
110N04161,6/1/13 19:00,41.53,44,47,0.03,30,100
110-10237,6/1/13 19:00,26.87,27,32,0.13,21.33,13.33
110-04614,6/1/13 19:00,62.87,61,64,0.16,30,100
110P04161,6/1/13 19:15,40,40,42,0.03,20,0
110-10237,6/1/13 19:15,27,27,32,0.13,20,0
110+04131,6/1/13 19:15,49.53,36,47,0.01,30,87.27
110+04303,6/1/13 19:15,59.67,57,60,0.09,30,93.93
110N04131,6/1/13 19:15,48.07,49,52,0.51,30,100
110-05756,6/1/13 19:15,34.8,35,38,0.77,30,100
110P04131,6/1/13 19:15,47.27,41,47,0.55,30,100
110N04645,6/1/13 19:15,66.2,56,62,0.55,30,66.33
110+05755,6/1/13 19:15,22.07,23,34,0.6,30,100
110P04645,6/1/13 19:15,63.53,60,61,0.76,30,100
110+10238,6/1/13 19:15,30,30,32,0.12,20,0
110N04161,6/1/13 19:15,44.27,44,47,0.03,30,100
110+05757,6/1/13 19:15,36,36,38,0.74,30,100
110-04614,6/1/13 19:15,64.73,61,64,0.15,30,68.67
110+04614,6/1/13 19:15,64.07,60,62,0.13,30,100
110-05754,6/1/13 19:15,33.67,31,36,0.39,30,95.6
110+05757,6/1/13 19:30,35.27,36,38,0.76,30,100
110+04131,6/1/13 19:30,46.8,36,47,0.01,30,94.93
110N04645,6/1/13 19:30,60.6,56,62,0.6,27.33,71.47
110-05754,6/1/13 19:30,32.2,31,36,0.41,30,55.53
110+10238,6/1/13 19:30,30,30,32,0.12,20,0
110+04303,6/1/13 19:30,53.53,57,60,0.1,30,93.47
110+04614,6/1/13 19:30,61.8,60,62,0.14,29.33,93.33
110-04614,6/1/13 19:30,66.8,61,64,0.15,30,66.2
110+05755,6/1/13 19:30,6.8,23,34,1.94,30,24
110P04161,6/1/13 19:30,40,40,42,0.03,29.33,93.33
110-10237,6/1/13 19:30,29.93,27,32,0.12,27.33,73.33
110P04131,6/1/13 19:30,45.67,41,47,0.57,30,100
110N04131,6/1/13 19:30,48,49,52,0.51,30,100
110P04645,6/1/13 19:30,61.33,60,61,0.78,30,100
110-05756,6/1/13 19:30,35,35,38,0.77,30,100
110N04161,6/1/13 19:30,43.27,44,47,0.03,30,100
110P04645,6/1/13 19:45,65.47,60,61,0.73,30,100
110+04131,6/1/13 19:45,51,36,47,0.01,30,85.27
110-04614,6/1/13 19:45,64.47,61,64,0.15,30,100
110N04131,6/1/13 19:45,50.6,49,52,0.48,30,100
110+04303,6/1/13 19:45,56,57,60,0.09,30,100
110-05756,6/1/13 19:45,35.87,35,38,0.75,30,100
110N04161,6/1/13 19:45,42.53,44,47,0.03,30,100
110+05757,6/1/13 19:45,35.73,36,38,0.75,24,40
110+10238,6/1/13 19:45,30,30,32,0.12,20,0
110P04131,6/1/13 19:45,49.8,41,47,0.52,30,80.73
110-10237,6/1/13 19:45,29.67,27,32,0.12,26.67,66.67
110N04645,6/1/13 19:45,64.8,56,62,0.57,30,92.87
110+04614,6/1/13 19:45,68.73,60,62,0.13,29.33,65.4
110+05755,6/1/13 19:45,16,23,34,0.83,30,92.73
110-05754,6/1/13 19:45,39,31,36,0.34,30,43.33
110P04161,6/1/13 19:45,39.73,40,42,0.03,22.67,25
110+10238,6/1/13 20:00,30,30,32,0.12,20,0
110-04614,6/1/13 20:00,67.2,62,64,0.15,30,88.53
110P04131,6/1/13 20:00,46.07,44,47,0.56,30,99.2
110-05756,6/1/13 20:00,35.27,35,38,0.76,23.33,33.33
110P04645,6/1/13 20:00,63.8,60,61,0.75,30,100
110N04645,6/1/13 20:00,55.67,59,62,0.66,30,100
110N04131,6/1/13 20:00,47.67,50,52,0.51,30,100
110+05755,6/1/13 20:00,14,28,34,0.94,30,88.13
110N04161,6/1/13 20:00,42.67,45,47,0.03,30,100
110P04161,6/1/13 20:00,39.47,41,42,0.03,30,100
110+04131,6/1/13 20:00,48.4,38,47,0.01,30,94.13
110-05754,6/1/13 20:00,33.8,31,36,0.39,30,100
110+05757,6/1/13 20:00,35,35,38,0.76,20,0
110+04303,6/1/13 20:00,56.6,58,60,0.09,28.67,86.67
110+04614,6/1/13 20:00,62.73,60,62,0.14,30,100
110-10237,6/1/13 20:00,29,29,32,0.12,20,0
110P04161,6/1/13 20:15,39.8,41,42,0.03,26,60
110N04131,6/1/13 20:15,49.8,50,52,0.49,27.33,73.33
110+05757,6/1/13 20:15,35,35,38,0.76,26.67,66.67
110+04614,6/1/13 20:15,62.2,60,62,0.14,30,100
110-10237,6/1/13 20:15,29,29,32,0.12,20,0
110-05754,6/1/13 20:15,34.07,31,36,0.39,30,99.2
110+04131,6/1/13 20:15,50.53,38,47,0.01,30,95.53
110P04645,6/1/13 20:15,63.93,60,61,0.75,30,98.73
110N04645,6/1/13 20:15,53.93,59,62,0.68,30,76.87
110-04614,6/1/13 20:15,67.33,62,64,0.15,30,86.2
110P04131,6/1/13 20:15,49.6,44,47,0.52,30,94.53
110N04161,6/1/13 20:15,45.4,45,47,0.03,30,100
110+04303,6/1/13 20:15,57.2,58,60,0.09,30,100
110+05755,6/1/13 20:15,28.47,28,34,0.46,27.33,67.93
110-05756,6/1/13 20:15,35,35,38,0.77,30,100
110+10238,6/1/13 20:15,30,30,32,0.12,20,0
110+10238,6/1/13 20:30,30,30,32,0.12,20,0
110-04614,6/1/13 20:30,66.07,62,64,0.15,30,93.33
110N04645,6/1/13 20:30,67.27,59,62,0.54,30,49.93
110P04131,6/1/13 20:30,46.87,44,47,0.55,30,100
110N04161,6/1/13 20:30,44.2,45,47,0.03,28,80
110+04303,6/1/13 20:30,58,58,60,0.09,30,100
110+04614,6/1/13 20:30,62.2,60,62,0.14,30,91.2
110P04645,6/1/13 20:30,63.47,60,61,0.76,30,99.87
110+04131,6/1/13 20:30,46.2,38,47,0.01,30,72.13
110+05755,6/1/13 20:30,34.93,28,34,0.38,30,47
110+05757,6/1/13 20:30,39.8,35,38,0.67,30,72.73
110P04161,6/1/13 20:30,41,41,42,0.03,20,0
110-05756,6/1/13 20:30,35,35,38,0.77,28.67,86.67
110-05754,6/1/13 20:30,35.27,31,36,0.37,30,99.87
110N04131,6/1/13 20:30,49.93,50,52,0.49,30,100
110-10237,6/1/13 20:30,29,29,32,0.12,20,0
110+04131,6/1/13 20:45,44.67,38,47,0.01,28.67,68.73
110N04645,6/1/13 20:45,59.2,59,62,0.62,22,20
110P04131,6/1/13 20:45,44.87,44,47,0.58,30,100
110-10237,6/1/13 20:45,29,29,32,0.12,20,0
110-05754,6/1/13 20:45,34.93,31,36,0.38,30,100
110+10238,6/1/13 20:45,30,30,32,0.12,20,0
110N04131,6/1/13 20:45,50.8,50,52,0.48,28,80
110N04161,6/1/13 20:45,44.53,45,47,0.03,25.33,53.33
110+04303,6/1/13 20:45,58,58,60,0.09,23.33,33.33
110+04614,6/1/13 20:45,65.47,60,62,0.13,30,83.13
110-05756,6/1/13 20:45,35,35,38,0.77,30,100
110P04645,6/1/13 20:45,63.2,60,61,0.76,30,99.2
110-04614,6/1/13 20:45,61.87,62,64,0.16,30,100
110+05755,6/1/13 20:45,33.47,28,34,0.39,30,86
110+05757,6/1/13 20:45,37.6,35,38,0.71,30,95.87
110P04161,6/1/13 20:45,40.87,41,42,0.03,20.67,6.67
110N04645,6/1/13 21:00,58.4,58,62,0.63,30,100
110+05755,6/1/13 21:00,30.13,28,34,0.44,30,100
110-04614,6/1/13 21:00,59.4,61,64,0.17,30,100
110P04645,6/1/13 21:00,63,59,61,0.76,30,84.6
110P04131,6/1/13 21:00,51.87,44,47,0.5,30,60.53
110P04161,6/1/13 21:00,39,40,42,0.03,30,100
110+04303,6/1/13 21:00,57,57,60,0.09,20,0
110-10237,6/1/13 21:00,30,30,32,0.12,20,0
110-05756,6/1/13 21:00,34.6,34,38,0.78,26,60
110+10238,6/1/13 21:00,28,28,32,0.13,20,0
110+05757,6/1/13 21:00,35.67,35,38,0.75,30,100
110+04131,6/1/13 21:00,53.07,41,47,0.01,30,57.73
110-05754,6/1/13 21:00,31.6,31,36,0.42,30,100
110+04614,6/1/13 21:00,64.13,59,62,0.13,30,91.53
110N04131,6/1/13 21:00,52.33,50,52,0.47,30,100
110N04161,6/1/13 21:00,45.13,45,47,0.03,30,100
110N04131,6/1/13 21:15,49.8,50,52,0.49,30,100
110-05756,6/1/13 21:15,33.6,34,38,0.8,30,91.53
110+04131,6/1/13 21:15,52.2,41,47,0.01,30,76.93
110+04303,6/1/13 21:15,58,57,60,0.09,30,100
110P04131,6/1/13 21:15,48.53,44,47,0.53,30,93.67
110P04645,6/1/13 21:15,63.07,59,61,0.76,30,81.6
110P04161,6/1/13 21:15,40.6,40,42,0.03,28.67,86.67
110+05755,6/1/13 21:15,26.07,28,34,0.51,30,100
110-10237,6/1/13 21:15,30,30,32,0.12,20,0
110+05757,6/1/13 21:15,35.87,35,38,0.74,28.67,86.67
110-05754,6/1/13 21:15,37.2,31,36,0.36,30,79.6
110+10238,6/1/13 21:15,28,28,32,0.13,20,0
110+04614,6/1/13 21:15,61.67,59,62,0.14,30,97.8
110-04614,6/1/13 21:15,66.13,61,64,0.15,30,62.6
110N04645,6/1/13 21:15,62.27,58,62,0.59,30,96.27
110N04161,6/1/13 21:15,45.13,45,47,0.03,30,100
110+05757,6/1/13 21:30,36.27,35,38,0.74,30,100
110N04645,6/1/13 21:30,60.53,58,62,0.61,30,100
110+10238,6/1/13 21:30,28,28,32,0.13,20,0
110-05754,6/1/13 21:30,38,31,36,0.35,30,84.6
110N04161,6/1/13 21:30,45,45,47,0.03,24,40
110P04161,6/1/13 21:30,40.53,40,42,0.03,25.33,53.33
110+05755,6/1/13 21:30,26.33,28,34,0.5,29.33,93.33
110-05756,6/1/13 21:30,31.73,34,38,0.85,30,76.47
110P04645,6/1/13 21:30,61,59,61,0.79,30,100
110+04131,6/1/13 21:30,47.13,41,47,0.01,30,97.6
110-10237,6/1/13 21:30,30,30,32,0.12,20,0
110+04614,6/1/13 21:30,60.13,59,62,0.14,30,100
110+04303,6/1/13 21:30,57.13,57,60,0.09,21.33,13.33
110N04131,6/1/13 21:30,45.73,50,52,0.53,30,100
110-04614,6/1/13 21:30,63.4,61,64,0.16,30,77.67
110P04131,6/1/13 21:30,47.07,44,47,0.55,30,99.53
110P04131,6/1/13 21:45,40.53,44,47,0.64,30,100
110P04161,6/1/13 21:45,40,40,42,0.03,20,0
110N04131,6/1/13 21:45,49.2,50,52,0.5,30,100
110-05754,6/1/13 21:45,34.73,31,36,0.38,30,98
110+04303,6/1/13 21:45,57,57,60,0.09,20,0
110P04645,6/1/13 21:45,61.4,59,61,0.78,30,100
110N04161,6/1/13 21:45,39.73,45,47,0.04,28,46.93
110+05755,6/1/13 21:45,28.93,28,34,0.46,30,100
110-10237,6/1/13 21:45,30,30,32,0.12,20,0
110+04131,6/1/13 21:45,40.33,41,47,0.01,30,100
110+10238,6/1/13 21:45,28,28,32,0.13,20,0
110+05757,6/1/13 21:45,35.4,35,38,0.75,30,100
110+04614,6/1/13 21:45,61.87,59,62,0.14,30,100
110-04614,6/1/13 21:45,58.4,61,64,0.17,30,70.27
110-05756,6/1/13 21:45,35.47,34,38,0.76,27.33,73.33
110N04645,6/1/13 21:45,63.47,58,62,0.58,30,96.13
110+10238,6/1/13 22:00,32,32,32,0.11,10,0
110+05757,6/1/13 22:00,37.73,38,38,0.71,30,95.07
110P04131,6/1/13 22:00,48.6,47,47,0.53,30,81.87
110N04131,6/1/13 22:00,48.07,52,52,0.51,30,99.47
110-04614,6/1/13 22:00,66.8,64,64,0.15,30,75
110N04645,6/1/13 22:00,60.27,62,62,0.61,30,73.07
110-05756,6/1/13 22:00,37.87,38,38,0.71,19.33,35.47
110P04161,6/1/13 22:00,44.13,42,42,0.03,11.33,0
110+04131,6/1/13 22:00,48.67,47,47,0.01,30,87.33
110+05755,6/1/13 22:00,35.73,34,34,0.37,24.67,47.73
110+04303,6/1/13 22:00,60,60,60,0.09,10,0
110N04161,6/1/13 22:00,45.13,47,47,0.03,20.67,52.07
110-10237,6/1/13 22:00,32,32,32,0.11,10,0
110-05754,6/1/13 22:00,33.8,36,36,0.39,30,81.27
110+04614,6/1/13 22:00,57.07,62,62,0.15,30,73.13
110P04645,6/1/13 22:00,64.53,61,61,0.74,30,86.6
110-10237,6/1/13 22:15,32,32,32,0.11,10,0
110+04131,6/1/13 22:15,47.73,47,47,0.01,30,89.53
110-04614,6/1/13 22:15,62.53,64,64,0.16,30,95.47
110N04645,6/1/13 22:15,64,62,62,0.57,30,93.27
110N04161,6/1/13 22:15,47,47,47,0.03,10,0
110+04614,6/1/13 22:15,60.47,62,62,0.14,30,97.07
110N04131,6/1/13 22:15,49,52,52,0.5,26,78.53
110+05755,6/1/13 22:15,30.47,34,34,0.43,30,95.47
110P04131,6/1/13 22:15,46.27,47,47,0.56,30,98.93
110-05754,6/1/13 22:15,35.27,36,36,0.37,11.33,0.53
110+10238,6/1/13 22:15,32,32,32,0.11,10,0
110P04645,6/1/13 22:15,62.8,61,61,0.76,30,97.4
110P04161,6/1/13 22:15,74,42,42,0.02,30,73.07
110-05756,6/1/13 22:15,35.47,38,38,0.76,30,85.33
110+05757,6/1/13 22:15,37.8,38,38,0.71,14,20
110+04303,6/1/13 22:15,60,60,60,0.09,10,0
110N04645,6/1/13 22:30,63.07,62,62,0.58,20.67,50.67
110+04303,6/1/13 22:30,60,60,60,0.09,10,0
110-04614,6/1/13 22:30,59.33,64,64,0.17,30,76.4
110P04131,6/1/13 22:30,46.47,47,47,0.56,20.67,52.8
110+10238,6/1/13 22:30,32,32,32,0.11,10,0
110-05754,6/1/13 22:30,35.07,36,36,0.38,28.67,93.2
110+05757,6/1/13 22:30,38,38,38,0.7,10,0
110N04161,6/1/13 22:30,43,47,47,0.03,26,79
110-05756,6/1/13 22:30,34.4,38,38,0.78,24.67,62.93
110P04645,6/1/13 22:30,61.53,61,61,0.78,30,94.6
110+04131,6/1/13 22:30,47.2,47,47,0.01,23.33,64.4
110+05755,6/1/13 22:30,32.93,34,34,0.4,20.67,52.8
110P04161,6/1/13 22:30,59.07,42,42,0.02,23.33,50.67
110+04614,6/1/13 22:30,61.4,62,62,0.14,30,89
110N04131,6/1/13 22:30,54.73,52,52,0.45,30,57.47
110-10237,6/1/13 22:30,36.67,32,32,0.1,23.33,60
110-10237,6/1/13 22:45,32.47,32,32,0.11,11.33,6.67
110+05757,6/1/13 22:45,38,38,38,0.7,10,0
110+10238,6/1/13 22:45,32,32,32,0.11,10,0
110-05754,6/1/13 22:45,35.73,36,36,0.37,15.33,26.67
110+04303,6/1/13 22:45,57.87,60,60,0.09,20.67,46.67
110-04614,6/1/13 22:45,63.07,64,64,0.16,30,94
110P04131,6/1/13 22:45,47,47,47,0.55,20.67,53.07
110+05755,6/1/13 22:45,34,34,34,0.39,10,0
110N04131,6/1/13 22:45,54.4,52,52,0.45,30,69
110P04161,6/1/13 22:45,42,42,42,0.03,30,43.13
110P04645,6/1/13 22:45,61.67,61,61,0.78,19.33,45.87
110+04614,6/1/13 22:45,62.87,62,62,0.14,30,85.4
110+04131,6/1/13 22:45,47,47,47,0.01,10,0
110N04645,6/1/13 22:45,59.2,62,62,0.62,18,20.73
110N04161,6/1/13 22:45,47,47,47,0.03,10,0
110-05756,6/1/13 22:45,36.4,38,38,0.74,18,38.93
110N04161,6/1/13 23:00,47,47,47,0.03,10,0
110+04131,6/1/13 23:00,47,47,47,0.01,10,0
110N04131,6/1/13 23:00,49.27,52,52,0.49,30,80.4
110-04614,6/1/13 23:00,64.4,64,64,0.15,30,81.13
110P04131,6/1/13 23:00,46.07,47,47,0.56,22,56.67
110-10237,6/1/13 23:00,32,32,32,0.11,10,0
110-05754,6/1/13 23:00,36.8,36,36,0.36,28.67,84.47
110+05757,6/1/13 23:00,38,38,38,0.7,10,0
110+04303,6/1/13 23:00,56.47,60,60,0.09,30,70.47
110+04614,6/1/13 23:00,60.6,62,62,0.14,30,90
110P04161,6/1/13 23:00,42,42,42,0.03,11.33,4.47
110+05755,6/1/13 23:00,33,34,34,0.4,28.67,77.27
110+10238,6/1/13 23:00,32,32,32,0.11,10,0
110N04645,6/1/13 23:00,57.33,62,62,0.64,19.33,34.6
110P04645,6/1/13 23:00,62.4,61,61,0.77,30,99.13
110-05756,6/1/13 23:00,35.33,38,38,0.76,30,95.07
110+10238,6/1/13 23:15,32,32,32,0.11,10,0
110N04161,6/1/13 23:15,47,47,47,0.03,10,0
110+04131,6/1/13 23:15,50,47,47,0.01,26,74.93
110-05754,6/1/13 23:15,33.27,36,36,0.4,30,89
110N04131,6/1/13 23:15,51.07,52,52,0.48,30,86.33
110+05755,6/1/13 23:15,38.27,34,34,0.35,30,47.87
110N04645,6/1/13 23:15,52.8,62,62,0.69,30,99.33
110+05757,6/1/13 23:15,38,38,38,0.7,10,0
110P04161,6/1/13 23:15,42,42,42,0.03,10,0
110+04614,6/1/13 23:15,62.47,62,62,0.14,30,90.8
110P04645,6/1/13 23:15,63.07,61,61,0.76,30,98.2
110+04303,6/1/13 23:15,55.4,60,60,0.09,28.67,59.47
110P04131,6/1/13 23:15,48.53,47,47,0.53,30,88.27
110-04614,6/1/13 23:15,62.87,64,64,0.16,30,99.53
110-05756,6/1/13 23:15,36.4,38,38,0.74,26,74.4
110-10237,6/1/13 23:15,32,32,32,0.11,10,0
110+04614,6/1/13 23:30,63.67,62,62,0.14,30,95.67
110N04131,6/1/13 23:30,50.33,52,52,0.48,30,92.87
110P04131,6/1/13 23:30,49.73,47,47,0.52,30,91.33
110+04303,6/1/13 23:30,58,60,60,0.09,30,90
110-10237,6/1/13 23:30,32,32,32,0.11,10,0
110+04131,6/1/13 23:30,51.33,47,47,0.01,30,99.2
110N04161,6/1/13 23:30,47,47,47,0.03,10,0
110P04645,6/1/13 23:30,63.07,61,61,0.76,30,99.8
110P04161,6/1/13 23:30,40.4,42,42,0.03,26,77.6
110-05756,6/1/13 23:30,38,38,38,0.71,10,0
110+05755,6/1/13 23:30,23.33,34,34,0.57,30,13.73
110+10238,6/1/13 23:30,32,32,32,0.11,10,0
110+05757,6/1/13 23:30,38,38,38,0.7,10,0
110-05754,6/1/13 23:30,33.6,36,36,0.39,30,95.8
110N04645,6/1/13 23:30,56.67,62,62,0.65,30,83.33
110-04614,6/1/13 23:30,62.07,64,64,0.16,30,94.53
110+04614,6/1/13 23:45,63.47,62,62,0.14,30,90
110-04614,6/1/13 23:45,63.07,64,64,0.16,30,95.53
110P04645,6/1/13 23:45,61.4,61,61,0.78,26,75.93
110-10237,6/1/13 23:45,32,32,32,0.11,10,0
110N04161,6/1/13 23:45,47,47,47,0.03,10,0
110+04131,6/1/13 23:45,50.33,47,47,0.01,30,93.53
110+10238,6/1/13 23:45,32,32,32,0.11,10,0
110P04161,6/1/13 23:45,41.2,42,42,0.03,18,40
110+05755,6/1/13 23:45,32,34,34,0.41,12.67,0.27
110N04645,6/1/13 23:45,61.33,62,62,0.6,12.67,10.8
110P04131,6/1/13 23:45,47.2,47,47,0.55,30,91.93
110-05754,6/1/13 23:45,36.13,36,36,0.37,30,90.13
110+04303,6/1/13 23:45,59.73,60,60,0.09,12.67,12.2
110N04131,6/1/13 23:45,51.2,52,52,0.48,30,91.73
110+05757,6/1/13 23:45,38,38,38,0.7,10,0
110-05756,6/1/13 23:45,38,38,38,0.71,10,0
110-04614,6/2/13 12:00,62.93,61,64,0.16,30,100
110N04131,6/2/13 12:00,47.13,50,52,0.52,30,100
110+10238,6/2/13 12:00,27,27,32,0.13,20,0
110+05755,6/2/13 12:00,27.53,27,34,0.48,30,100
110P04161,6/2/13 12:00,40.13,41,42,0.03,26,60
110+05757,6/2/13 12:00,36.67,36,38,0.73,27.33,73.33
110-05754,6/2/13 12:00,34.07,31,36,0.39,30,54.13
110N04161,6/2/13 12:00,47,45,47,0.03,30,100
110P04645,6/2/13 12:00,67.33,61,61,0.71,30,75.2
110+04614,6/2/13 12:00,66.93,60,62,0.13,30,80.47
110-05756,6/2/13 12:00,35.87,35,38,0.75,28.67,86.67
110+04131,6/2/13 12:00,42.27,43,47,0.01,30,100
110-10237,6/2/13 12:00,27,27,32,0.13,20,0
110+04303,6/2/13 12:00,63.13,59,60,0.08,30,100
110P04131,6/2/13 12:00,42.8,41,47,0.6,30,100
110N04645,6/2/13 12:00,66.53,60,62,0.55,30,81.4
110P04645,6/2/13 12:15,65.33,61,61,0.74,30,91.07
110N04161,6/2/13 12:15,49.6,45,47,0.03,30,100
110+04614,6/2/13 12:15,60.73,60,62,0.14,30,98.4
110-05756,6/2/13 12:15,35,35,38,0.77,29.33,93.33
110+04131,6/2/13 12:15,45.2,43,47,0.01,30,93.4
110+05755,6/2/13 12:15,29.67,27,34,0.45,30,100
110N04645,6/2/13 12:15,59.6,60,62,0.62,30,100
110+05757,6/2/13 12:15,37.27,36,38,0.72,30,100
110P04161,6/2/13 12:15,40.33,41,42,0.03,26.67,66.67
110-05754,6/2/13 12:15,28.6,31,36,0.46,30,84.4
110+10238,6/2/13 12:15,27,27,32,0.13,20,0
110P04131,6/2/13 12:15,44.53,41,47,0.58,30,100
110-04614,6/2/13 12:15,63.07,61,64,0.16,30,100
110N04131,6/2/13 12:15,49.07,50,52,0.5,30,100
110+04303,6/2/13 12:15,58.53,59,60,0.09,30,100
110-10237,6/2/13 12:15,27,27,32,0.13,20,0
110P04131,6/2/13 12:30,45.13,41,47,0.57,30,100
110P04645,6/2/13 12:30,63.67,61,61,0.75,30,100
110-05754,6/2/13 12:30,34.33,31,36,0.38,30,90
110N04161,6/2/13 12:30,48.47,45,47,0.03,26.67,66.67
110+05755,6/2/13 12:30,32.27,27,34,0.41,30,100
110-05756,6/2/13 12:30,37.67,35,38,0.72,29.33,93.33
110N04131,6/2/13 12:30,48.8,50,52,0.5,30,100
110+04131,6/2/13 12:30,46.87,43,47,0.01,30,100
110+10238,6/2/13 12:30,27,27,32,0.13,20,0
110+04303,6/2/13 12:30,57.33,59,60,0.09,30,100
110N04645,6/2/13 12:30,57.93,60,62,0.63,28,80
110P04161,6/2/13 12:30,41,41,42,0.03,28.67,86.67
110-10237,6/2/13 12:30,27,27,32,0.13,20,0
110+04614,6/2/13 12:30,60.73,60,62,0.14,30,100
110+05757,6/2/13 12:30,37.4,36,38,0.71,30,100
110-04614,6/2/13 12:30,64.6,61,64,0.15,30,92.87
110+04131,6/2/13 12:45,40.13,43,47,0.01,30,100
110+04303,6/2/13 12:45,55.67,59,60,0.09,30,100
110-04614,6/2/13 12:45,59.93,61,64,0.17,30,100
110N04131,6/2/13 12:45,48.67,50,52,0.5,30,100
110+10238,6/2/13 12:45,27,27,32,0.13,20,0
110P04645,6/2/13 12:45,61.4,61,61,0.78,30,100
110-05756,6/2/13 12:45,34.07,35,38,0.79,30,100
110N04161,6/2/13 12:45,42.47,45,47,0.03,30,100
110N04645,6/2/13 12:45,59.73,60,62,0.61,30,100
110+04614,6/2/13 12:45,62.47,60,62,0.14,30,100
110+05757,6/2/13 12:45,37.53,36,38,0.71,30,100
110P04131,6/2/13 12:45,40,41,47,0.65,30,93.33
110-10237,6/2/13 12:45,27,27,32,0.13,20,0
110+05755,6/2/13 12:45,29,27,34,0.46,30,100
110-05754,6/2/13 12:45,31.67,31,36,0.42,30,100
110P04161,6/2/13 12:45,51.33,41,42,0.03,30,32.6
110+10238,6/2/13 13:00,31,31,32,0.12,20,0
110N04645,6/2/13 13:00,56.4,58,62,0.65,30,74.53
110+05757,6/2/13 13:00,36,35,38,0.74,30,100
110-05756,6/2/13 13:00,34,34,38,0.79,30,100
110-04614,6/2/13 13:00,61.4,60,64,0.16,30,100
110+04131,6/2/13 13:00,23.93,39,47,0.02,30,31.07
110-05754,6/2/13 13:00,31,31,36,0.43,30,100
110+04303,6/2/13 13:00,56.67,59,60,0.09,28,80
110P04161,6/2/13 13:00,46.8,42,42,0.03,28,58.2
110+04614,6/2/13 13:00,63,60,62,0.14,30,100
110-10237,6/2/13 13:00,27,27,32,0.13,20,0
110N04131,6/2/13 13:00,48,49,52,0.51,26,60
110P04131,6/2/13 13:00,33.2,40,47,0.78,30,100
110P04645,6/2/13 13:00,64.8,61,61,0.74,30,100
110N04161,6/2/13 13:00,44.4,44,47,0.03,30,100
110+05755,6/2/13 13:00,24.53,26,34,0.54,30,100
110+05755,6/2/13 13:15,24.4,26,34,0.54,30,100
110-04614,6/2/13 13:15,63.53,60,64,0.16,30,100
110-05756,6/2/13 13:15,34,34,38,0.79,22,20
110-10237,6/2/13 13:15,27,27,32,0.13,20,0
110P04645,6/2/13 13:15,63.4,61,61,0.76,30,100
110P04161,6/2/13 13:15,42.33,42,42,0.03,30,100
110-05754,6/2/13 13:15,36,31,36,0.37,30,75.47
110+05757,6/2/13 13:15,35.13,35,38,0.76,26.67,66.67
110N04645,6/2/13 13:15,62.2,58,62,0.59,30,100
110P04131,6/2/13 13:15,28.33,40,47,0.91,30,100
110+04614,6/2/13 13:15,68.27,60,62,0.13,30,63.07
110+04131,6/2/13 13:15,24.93,39,47,0.02,30,67.8
110+04303,6/2/13 13:15,59.67,59,60,0.09,30,100
110N04131,6/2/13 13:15,48.13,49,52,0.51,30,100
110+10238,6/2/13 13:15,31,31,32,0.12,20,0
110N04161,6/2/13 13:15,44.47,44,47,0.03,30,100
110+10238,6/2/13 13:30,32.8,31,32,0.11,26,60
110N04645,6/2/13 13:30,58.4,58,62,0.63,30,100
110-05754,6/2/13 13:30,33.13,31,36,0.4,30,83.07
110+05757,6/2/13 13:30,34.8,35,38,0.77,30,100
110N04161,6/2/13 13:30,30.8,44,47,0.05,30,45.87
110-05756,6/2/13 13:30,35,34,38,0.77,23.33,33.33
110P04645,6/2/13 13:30,60.93,61,61,0.79,30,100
110+04131,6/2/13 13:30,29.47,39,47,0.02,30,91.8
